run_id,configuration,case,variant,mode,repetition,workbook,timestep,attempt_count,objective_metric,best_usable_attempt,best_usable_economic_attempt,selected_attempt,evaluator_accepted_attempt,best_usable_objective,best_usable_candidate_objective,selected_objective,selected_is_best_usable_candidate,selected_is_best_usable_objective,selected_objective_regret,accepted_rerun_worse_than_earlier_usable_attempt,accepted_rerun_economically_worse_than_earlier_usable_attempt,rejected_negative_pto_cost_count,no_op_rejection_feedback_count
aw_clustered_late_returns__altruistic__uncertain_chat__numerical_event_trigger__r001,numerical_event_trigger,aw_clustered_late_returns,uncertain_chat,altruistic,1,results/revision/extended_disturbances_v3/aw_clustered_late_returns/altruistic/uncertain_chat/numerical_event_trigger.xlsx,40,1,projected_full_day_pto_cost,1,1,1,1.0,110.100595,110.100595,110.100595,True,True,0.0,False,False,0,0
aw_clustered_late_returns__altruistic__uncertain_chat__oracle_event_trigger__r001,oracle_event_trigger,aw_clustered_late_returns,uncertain_chat,altruistic,1,results/revision/extended_disturbances_v3/aw_clustered_late_returns/altruistic/uncertain_chat/oracle_event_trigger.xlsx,36,1,projected_full_day_pto_cost,1,1,1,1.0,110.100593,110.100593,110.100593,True,True,0.0,False,False,0,0
aw_clustered_late_returns__selfish__uncertain_chat__agent_trigger_only__r001,agent_trigger_only,aw_clustered_late_returns,uncertain_chat,selfish,1,results/revision/extended_disturbances_v3/aw_clustered_late_returns/selfish/uncertain_chat/agent_trigger_only_rep_001.xlsx,36,2,projected_full_day_aggregator_revenue,1,1,1,,32.273441,32.273441,32.273441,True,True,0.0,False,False,0,0
aw_clustered_late_returns__selfish__uncertain_chat__agent_trigger_only__r001,agent_trigger_only,aw_clustered_late_returns,uncertain_chat,selfish,1,results/revision/extended_disturbances_v3/aw_clustered_late_returns/selfish/uncertain_chat/agent_trigger_only_rep_001.xlsx,40,1,projected_full_day_aggregator_revenue,1,1,1,1.0,32.273441,32.273441,32.273441,True,True,0.0,False,False,0,0
aw_clustered_late_returns__selfish__uncertain_chat__agent_trigger_only__r002,agent_trigger_only,aw_clustered_late_returns,uncertain_chat,selfish,2,results/revision/extended_disturbances_v3/aw_clustered_late_returns/selfish/uncertain_chat/agent_trigger_only_rep_002.xlsx,36,2,projected_full_day_aggregator_revenue,1,1,1,,32.273441,32.273441,32.273441,True,True,0.0,False,False,0,0
aw_clustered_late_returns__selfish__uncertain_chat__agent_trigger_only__r002,agent_trigger_only,aw_clustered_late_returns,uncertain_chat,selfish,2,results/revision/extended_disturbances_v3/aw_clustered_late_returns/selfish/uncertain_chat/agent_trigger_only_rep_002.xlsx,40,1,projected_full_day_aggregator_revenue,1,1,1,1.0,32.273441,32.273441,32.273441,True,True,0.0,False,False,0,0
aw_clustered_late_returns__selfish__uncertain_chat__agent_trigger_only__r003,agent_trigger_only,aw_clustered_late_returns,uncertain_chat,selfish,3,results/revision/extended_disturbances_v3/aw_clustered_late_returns/selfish/uncertain_chat/agent_trigger_only_rep_003.xlsx,36,2,projected_full_day_aggregator_revenue,1,1,1,,32.273441,32.273441,32.273441,True,True,0.0,False,False,0,0
aw_clustered_late_returns__selfish__uncertain_chat__agent_trigger_only__r003,agent_trigger_only,aw_clustered_late_returns,uncertain_chat,selfish,3,results/revision/extended_disturbances_v3/aw_clustered_late_returns/selfish/uncertain_chat/agent_trigger_only_rep_003.xlsx,40,1,projected_full_day_aggregator_revenue,1,1,1,1.0,32.273441,32.273441,32.273441,True,True,0.0,False,False,0,0
aw_clustered_late_returns__selfish__uncertain_chat__agent_trigger_only__r004,agent_trigger_only,aw_clustered_late_returns,uncertain_chat,selfish,4,results/revision/extended_disturbances_v3/aw_clustered_late_returns/selfish/uncertain_chat/agent_trigger_only_rep_004.xlsx,36,2,projected_full_day_aggregator_revenue,1,1,1,,32.273441,32.273441,32.273441,True,True,0.0,False,False,0,0
aw_clustered_late_returns__selfish__uncertain_chat__agent_trigger_only__r004,agent_trigger_only,aw_clustered_late_returns,uncertain_chat,selfish,4,results/revision/extended_disturbances_v3/aw_clustered_late_returns/selfish/uncertain_chat/agent_trigger_only_rep_004.xlsx,40,1,projected_full_day_aggregator_revenue,1,1,1,1.0,32.273441,32.273441,32.273441,True,True,0.0,False,False,0,0
aw_clustered_late_returns__selfish__uncertain_chat__agent_trigger_only__r005,agent_trigger_only,aw_clustered_late_returns,uncertain_chat,selfish,5,results/revision/extended_disturbances_v3/aw_clustered_late_returns/selfish/uncertain_chat/agent_trigger_only_rep_005.xlsx,36,2,projected_full_day_aggregator_revenue,1,1,1,,32.273441,32.273441,32.273441,True,True,0.0,False,False,0,0
aw_clustered_late_returns__selfish__uncertain_chat__agent_trigger_only__r005,agent_trigger_only,aw_clustered_late_returns,uncertain_chat,selfish,5,results/revision/extended_disturbances_v3/aw_clustered_late_returns/selfish/uncertain_chat/agent_trigger_only_rep_005.xlsx,40,1,projected_full_day_aggregator_revenue,1,1,1,1.0,32.273441,32.273441,32.273441,True,True,0.0,False,False,0,0
aw_clustered_late_returns__selfish__uncertain_chat__numerical_event_trigger__r001,numerical_event_trigger,aw_clustered_late_returns,uncertain_chat,selfish,1,results/revision/extended_disturbances_v3/aw_clustered_late_returns/selfish/uncertain_chat/numerical_event_trigger.xlsx,40,2,projected_full_day_aggregator_revenue,1,1,1,,32.273441,32.273441,32.273441,True,True,0.0,False,False,0,0
aw_clustered_late_returns__selfish__uncertain_chat__oracle_event_trigger__r001,oracle_event_trigger,aw_clustered_late_returns,uncertain_chat,selfish,1,results/revision/extended_disturbances_v3/aw_clustered_late_returns/selfish/uncertain_chat/oracle_event_trigger.xlsx,36,2,projected_full_day_aggregator_revenue,1,1,1,,32.273441,32.273441,32.273441,True,True,0.0,False,False,0,0
aw_extended_energy_shift__altruistic__uncertain_chat__agent_trigger_only__r001,agent_trigger_only,aw_extended_energy_shift,uncertain_chat,altruistic,1,results/revision/extended_disturbances_v3/aw_extended_energy_shift/altruistic/uncertain_chat/agent_trigger_only_rep_001.xlsx,16,2,projected_full_day_pto_cost,2,2,2,,131.336992,131.336992,131.336992,True,True,0.0,False,False,0,0
aw_extended_energy_shift__altruistic__uncertain_chat__agent_trigger_only__r001,agent_trigger_only,aw_extended_energy_shift,uncertain_chat,altruistic,1,results/revision/extended_disturbances_v3/aw_extended_energy_shift/altruistic/uncertain_chat/agent_trigger_only_rep_001.xlsx,20,2,projected_full_day_pto_cost,2,2,2,2.0,131.337041,131.337041,131.337041,True,True,0.0,False,False,0,0
aw_extended_energy_shift__altruistic__uncertain_chat__agent_trigger_only__r002,agent_trigger_only,aw_extended_energy_shift,uncertain_chat,altruistic,2,results/revision/extended_disturbances_v3/aw_extended_energy_shift/altruistic/uncertain_chat/agent_trigger_only_rep_002.xlsx,16,2,projected_full_day_pto_cost,2,2,2,,131.336992,131.336992,131.336992,True,True,0.0,False,False,0,0
aw_extended_energy_shift__altruistic__uncertain_chat__agent_trigger_only__r003,agent_trigger_only,aw_extended_energy_shift,uncertain_chat,altruistic,3,results/revision/extended_disturbances_v3/aw_extended_energy_shift/altruistic/uncertain_chat/agent_trigger_only_rep_003.xlsx,16,2,projected_full_day_pto_cost,2,2,2,,131.336992,131.336992,131.336992,True,True,0.0,False,False,0,0
aw_extended_energy_shift__altruistic__uncertain_chat__agent_trigger_only__r004,agent_trigger_only,aw_extended_energy_shift,uncertain_chat,altruistic,4,results/revision/extended_disturbances_v3/aw_extended_energy_shift/altruistic/uncertain_chat/agent_trigger_only_rep_004.xlsx,16,2,projected_full_day_pto_cost,2,2,2,,131.336992,131.336992,131.336992,True,True,0.0,False,False,0,0
aw_extended_energy_shift__altruistic__uncertain_chat__agent_trigger_only__r005,agent_trigger_only,aw_extended_energy_shift,uncertain_chat,altruistic,5,results/revision/extended_disturbances_v3/aw_extended_energy_shift/altruistic/uncertain_chat/agent_trigger_only_rep_005.xlsx,16,2,projected_full_day_pto_cost,2,2,2,,131.336992,131.336992,131.336992,True,True,0.0,False,False,0,0
aw_extended_energy_shift__altruistic__uncertain_chat__agent_trigger_only__r005,agent_trigger_only,aw_extended_energy_shift,uncertain_chat,altruistic,5,results/revision/extended_disturbances_v3/aw_extended_energy_shift/altruistic/uncertain_chat/agent_trigger_only_rep_005.xlsx,20,2,projected_full_day_pto_cost,2,2,2,2.0,131.337041,131.337041,131.337041,True,True,0.0,False,False,0,0
aw_extended_energy_shift__altruistic__uncertain_chat__oracle_event_trigger__r001,oracle_event_trigger,aw_extended_energy_shift,uncertain_chat,altruistic,1,results/revision/extended_disturbances_v3/aw_extended_energy_shift/altruistic/uncertain_chat/oracle_event_trigger.xlsx,16,2,projected_full_day_pto_cost,2,2,2,,131.336992,131.336992,131.336992,True,True,0.0,False,False,0,0
aw_extended_energy_shift__altruistic__uncertain_chat__rule_text_event_trigger__r001,rule_text_event_trigger,aw_extended_energy_shift,uncertain_chat,altruistic,1,results/revision/extended_disturbances_v3/aw_extended_energy_shift/altruistic/uncertain_chat/rule_text_event_trigger.xlsx,16,1,projected_full_day_pto_cost,1,1,1,1.0,110.100595,110.100595,110.100595,True,True,0.0,False,False,0,0
aw_extended_energy_shift__altruistic__uncertain_chat__rule_text_event_trigger__r001,rule_text_event_trigger,aw_extended_energy_shift,uncertain_chat,altruistic,1,results/revision/extended_disturbances_v3/aw_extended_energy_shift/altruistic/uncertain_chat/rule_text_event_trigger.xlsx,38,2,projected_full_day_pto_cost,1,1,1,,121.824748,121.824748,121.824748,True,True,0.0,False,False,0,0
aw_extended_energy_shift__selfish__uncertain_chat__agent_trigger_only__r001,agent_trigger_only,aw_extended_energy_shift,uncertain_chat,selfish,1,results/revision/extended_disturbances_v3/aw_extended_energy_shift/selfish/uncertain_chat/agent_trigger_only_rep_001.xlsx,16,2,projected_full_day_aggregator_revenue,1,1,1,,25.434352,25.434352,25.434352,True,True,0.0,False,False,0,0
aw_extended_energy_shift__selfish__uncertain_chat__agent_trigger_only__r001,agent_trigger_only,aw_extended_energy_shift,uncertain_chat,selfish,1,results/revision/extended_disturbances_v3/aw_extended_energy_shift/selfish/uncertain_chat/agent_trigger_only_rep_001.xlsx,20,1,projected_full_day_aggregator_revenue,1,1,1,1.0,25.434352,25.434352,25.434352,True,True,0.0,False,False,0,0
aw_extended_energy_shift__selfish__uncertain_chat__agent_trigger_only__r002,agent_trigger_only,aw_extended_energy_shift,uncertain_chat,selfish,2,results/revision/extended_disturbances_v3/aw_extended_energy_shift/selfish/uncertain_chat/agent_trigger_only_rep_002.xlsx,16,2,projected_full_day_aggregator_revenue,1,1,1,,25.434352,25.434352,25.434352,True,True,0.0,False,False,0,0
aw_extended_energy_shift__selfish__uncertain_chat__agent_trigger_only__r002,agent_trigger_only,aw_extended_energy_shift,uncertain_chat,selfish,2,results/revision/extended_disturbances_v3/aw_extended_energy_shift/selfish/uncertain_chat/agent_trigger_only_rep_002.xlsx,20,1,projected_full_day_aggregator_revenue,1,1,1,1.0,25.434352,25.434352,25.434352,True,True,0.0,False,False,0,0
aw_extended_energy_shift__selfish__uncertain_chat__agent_trigger_only__r003,agent_trigger_only,aw_extended_energy_shift,uncertain_chat,selfish,3,results/revision/extended_disturbances_v3/aw_extended_energy_shift/selfish/uncertain_chat/agent_trigger_only_rep_003.xlsx,16,2,projected_full_day_aggregator_revenue,1,1,1,,25.434352,25.434352,25.434352,True,True,0.0,False,False,0,0
aw_extended_energy_shift__selfish__uncertain_chat__agent_trigger_only__r004,agent_trigger_only,aw_extended_energy_shift,uncertain_chat,selfish,4,results/revision/extended_disturbances_v3/aw_extended_energy_shift/selfish/uncertain_chat/agent_trigger_only_rep_004.xlsx,16,2,projected_full_day_aggregator_revenue,1,1,1,,25.434352,25.434352,25.434352,True,True,0.0,False,False,0,0
aw_extended_energy_shift__selfish__uncertain_chat__agent_trigger_only__r004,agent_trigger_only,aw_extended_energy_shift,uncertain_chat,selfish,4,results/revision/extended_disturbances_v3/aw_extended_energy_shift/selfish/uncertain_chat/agent_trigger_only_rep_004.xlsx,20,1,projected_full_day_aggregator_revenue,1,1,1,1.0,25.434352,25.434352,25.434352,True,True,0.0,False,False,0,0
aw_extended_energy_shift__selfish__uncertain_chat__agent_trigger_only__r005,agent_trigger_only,aw_extended_energy_shift,uncertain_chat,selfish,5,results/revision/extended_disturbances_v3/aw_extended_energy_shift/selfish/uncertain_chat/agent_trigger_only_rep_005.xlsx,16,2,projected_full_day_aggregator_revenue,1,1,1,,25.434352,25.434352,25.434352,True,True,0.0,False,False,0,0
aw_extended_energy_shift__selfish__uncertain_chat__oracle_event_trigger__r001,oracle_event_trigger,aw_extended_energy_shift,uncertain_chat,selfish,1,results/revision/extended_disturbances_v3/aw_extended_energy_shift/selfish/uncertain_chat/oracle_event_trigger.xlsx,16,2,projected_full_day_aggregator_revenue,1,1,1,,25.434352,25.434352,25.434352,True,True,0.0,False,False,0,0
aw_extended_energy_shift__selfish__uncertain_chat__rule_text_event_trigger__r001,rule_text_event_trigger,aw_extended_energy_shift,uncertain_chat,selfish,1,results/revision/extended_disturbances_v3/aw_extended_energy_shift/selfish/uncertain_chat/rule_text_event_trigger.xlsx,16,2,projected_full_day_aggregator_revenue,1,1,1,,32.273441,32.273441,32.273441,True,True,0.0,False,False,0,0
aw_extended_energy_shift__selfish__uncertain_chat__rule_text_event_trigger__r001,rule_text_event_trigger,aw_extended_energy_shift,uncertain_chat,selfish,1,results/revision/extended_disturbances_v3/aw_extended_energy_shift/selfish/uncertain_chat/rule_text_event_trigger.xlsx,38,2,projected_full_day_aggregator_revenue,1,1,1,,25.434352,25.434352,25.434352,True,True,0.0,False,False,0,0
