family,arm,repetition,prompt_variant,confidence_level,confidence_threshold,pricing_guidance_variant,mode,run_id,model,artifact,artifact_sha256,raw_action_correct,raw_event_id_correct,raw_source_type_correct,raw_event_type_correct,raw_phase_correct,raw_affected_buses_correct,raw_affected_chargers_correct,raw_effective_timestep_correct,raw_expected_end_timestep_correct,raw_uncertainty_correct,raw_uncertainty_details_correct,raw_material_correct,raw_updates_correct,raw_uncertainty_confidence_level_correct,raw_uncertainty_provisional_correct,raw_uncertainty_conflicting_evidence_correct,raw_uncertainty_estimates_correct,raw_uncertainty_recommended_action_correct,effective_action_correct,effective_event_id_correct,effective_source_type_correct,effective_event_type_correct,effective_phase_correct,effective_affected_buses_correct,effective_affected_chargers_correct,effective_effective_timestep_correct,effective_expected_end_timestep_correct,effective_uncertainty_correct,effective_uncertainty_details_correct,effective_material_correct,effective_updates_correct,effective_uncertainty_confidence_level_correct,effective_uncertainty_provisional_correct,effective_uncertainty_conflicting_evidence_correct,effective_uncertainty_estimates_correct,effective_uncertainty_recommended_action_correct,raw_optimize_rate,raw_false_optimization_rate,raw_missed_optimization_rate,effective_optimize_rate,effective_false_optimization_rate,effective_missed_optimization_rate,llm_request_attempts,llm_successful_requests,llm_failed_attempts,llm_input_tokens,llm_cached_input_tokens,llm_cache_write_tokens,llm_uncached_input_tokens,llm_output_tokens,llm_reasoning_tokens,llm_total_tokens,llm_latency_seconds,llm_approximate_cost_usd,solver_names,solver_fallback_used,operationally_feasible,mode_aligned_economic_score,chosen_buy_arithmetic_mean,chosen_sell_arithmetic_mean,buy_arithmetic_mean_gap,sell_arithmetic_mean_gap,buy_centered_temporal_mae,sell_centered_temporal_mae,status,timesteps_completed,optimizer_calls,maximum_pricing_reruns,maximum_optimizer_attempts_per_trigger,agent_role_provenance,accepted_optimizer_calls,evaluator_accepted_optimizer_calls,forced_optimizer_selections,retained_better_candidate_selections,optimize_decisions,realized_pto_cost,realized_aggregator_revenue,baseline_aggregator_revenue_reference,baseline_revenue_retention_fraction,baseline_revenue_retention_floor,baseline_revenue_retention_shortfall,baseline_revenue_retention_compliant,revenue_neutrality_active,revenue_neutrality_floor,revenue_neutrality_shortfall,revenue_neutrality_compliant,realized_grid_net_cost,realized_buy_kwh,realized_sell_kwh,curtailed_energy_kwh,event_model_mismatch_timesteps,delay_parameter_absolute_error_minutes,return_delay_parameter_absolute_error_minutes,charger_power_absolute_error_kw,charger_availability_mismatch_count,minimum_observed_soc_fraction,terminal_minimum_soc_fraction,maximum_reserve_shortfall_kwh,reserve_violation_timesteps,run_wall_seconds,run_process_cpu_seconds,run_average_cpu_cores,run_average_cpu_percent_total_capacity,run_logical_cpu_count,run_rss_start_mb,run_rss_end_mb,run_peak_rss_mb,run_peak_rss_delta_mb,run_memory_sampler_available,local_measurement_scope,provider_compute_scope
trigger,prompt_evidence_first,1,evidence_first,base,0.7,base,selfish,trigger__prompt_evidence_first__selfish__r001,gpt-5.6-luna,results\revision\sensitivity_v2\trigger\prompt_evidence_first\trigger__prompt_evidence_first__selfish__r001_trigger_agent_summary.json,278ef35e306f6b5e66d96a6aee7e142f07793c7cbd5da452b63f606d2fd094b0,0.9479166666666666,1.0,0.90625,0.8020833333333334,0.9479166666666666,1.0,1.0,0.625,1.0,0.7604166666666666,0.0,0.9270833333333334,0.6770833333333334,0.90625,0.84375,0.1875,0.625,0.9166666666666666,0.9479166666666666,1.0,0.90625,0.8020833333333334,0.9479166666666666,1.0,1.0,0.625,1.0,0.7604166666666666,0.0,0.9270833333333334,0.6770833333333334,0.90625,0.84375,0.1875,0.625,0.9166666666666666,0.4479166666666667,0.0,0.052083333333333336,0.4479166666666667,0.0,0.052083333333333336,96,96,0,663012,516340,146384,288,50533,9773,713545,584.162257,0.10762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trigger,prompt_evidence_first,2,evidence_first,base,0.7,base,selfish,trigger__prompt_evidence_first__selfish__r002,gpt-5.6-luna,results\revision\sensitivity_v2\trigger\prompt_evidence_first\trigger__prompt_evidence_first__selfish__r002_trigger_agent_summary.json,5828e36994b88aea96d64a3de4d4c069b9efa5a3a639a338905c29039632ef6d,0.9270833333333334,0.9895833333333334,0.90625,0.84375,0.8854166666666666,0.9791666666666666,0.9895833333333334,0.6041666666666666,0.9791666666666666,0.7604166666666666,0.0,0.9270833333333334,0.625,0.9166666666666666,0.8229166666666666,0.17708333333333334,0.5625,0.875,0.9270833333333334,0.9895833333333334,0.90625,0.84375,0.8854166666666666,0.9791666666666666,0.9895833333333334,0.6041666666666666,0.9791666666666666,0.7604166666666666,0.0,0.9270833333333334,0.625,0.9166666666666666,0.8229166666666666,0.17708333333333334,0.5625,0.875,0.4270833333333333,0.0,0.07291666666666667,0.4270833333333333,0.0,0.07291666666666667,96,96,0,663110,557596,105226,288,49966,9460,713076,525.905795,0.09747522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trigger,prompt_evidence_first,3,evidence_first,base,0.7,base,selfish,trigger__prompt_evidence_first__selfish__r003,gpt-5.6-luna,results\revision\sensitivity_v2\trigger\prompt_evidence_first\trigger__prompt_evidence_first__selfish__r003_trigger_agent_summary.json,efcc1a7c8672c215823001f5a9beb0bb3548fa0bdc179a0d162ee3c7b5b65954,0.9270833333333334,0.9895833333333334,0.9166666666666666,0.78125,0.9375,0.9791666666666666,0.9895833333333334,0.6041666666666666,1.0,0.7395833333333334,0.0,0.84375,0.625,0.8958333333333334,0.84375,0.19791666666666666,0.5833333333333334,0.8645833333333334,0.9270833333333334,0.9895833333333334,0.9166666666666666,0.78125,0.9375,0.9791666666666666,0.9895833333333334,0.6041666666666666,1.0,0.7395833333333334,0.0,0.84375,0.625,0.8958333333333334,0.84375,0.19791666666666666,0.5833333333333334,0.8645833333333334,0.4270833333333333,0.0,0.07291666666666667,0.4270833333333333,0.0,0.07291666666666667,96,96,0,663139,558782,104069,288,49653,9233,712792,516.208565,0.09683409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trigger,prompt_evidence_first,4,evidence_first,base,0.7,base,selfish,trigger__prompt_evidence_first__selfish__r004,gpt-5.6-luna,results\revision\sensitivity_v2\trigger\prompt_evidence_first\trigger__prompt_evidence_first__selfish__r004_trigger_agent_summary.json,6b0c56a5c7a14ebd8f57cda272cfec8f3af22b18fd9a1b2562933d8bfd7bb434,0.9375,1.0,0.9375,0.8541666666666666,0.9270833333333334,0.9791666666666666,1.0,0.6354166666666666,0.96875,0.7708333333333334,0.0,0.9270833333333334,0.6770833333333334,0.9270833333333334,0.84375,0.19791666666666666,0.65625,0.8958333333333334,0.9375,1.0,0.9375,0.8541666666666666,0.9270833333333334,0.9791666666666666,1.0,0.6354166666666666,0.96875,0.7708333333333334,0.0,0.9270833333333334,0.6770833333333334,0.9270833333333334,0.84375,0.19791666666666666,0.65625,0.8958333333333334,0.4375,0.0,0.0625,0.4375,0.0,0.0625,96,96,0,663345,557556,105501,288,51083,9912,714428,537.224618,0.09888357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trigger,prompt_evidence_first,5,evidence_first,base,0.7,base,selfish,trigger__prompt_evidence_first__selfish__r005,gpt-5.6-luna,results\revision\sensitivity_v2\trigger\prompt_evidence_first\trigger__prompt_evidence_first__selfish__r005_trigger_agent_summary.json,835652c7021990acda893c6ea14e0758bdfcb35a5af6bb6d6a4138687205ee39,0.9479166666666666,1.0,0.875,0.7916666666666666,0.9479166666666666,0.9895833333333334,0.9895833333333334,0.6354166666666666,0.9895833333333334,0.7604166666666666,0.0,0.9375,0.6770833333333334,0.9166666666666666,0.84375,0.1875,0.65625,0.9166666666666666,0.9479166666666666,1.0,0.875,0.7916666666666666,0.9479166666666666,0.9895833333333334,0.9895833333333334,0.6354166666666666,0.9895833333333334,0.7604166666666666,0.0,0.9375,0.6770833333333334,0.9166666666666666,0.84375,0.1875,0.65625,0.9166666666666666,0.4479166666666667,0.0,0.052083333333333336,0.4479166666666667,0.0,0.052083333333333336,96,96,0,663101,557596,105217,288,50878,9846,713979,514.943046,0.09856737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trigger,threshold_low,1,baseline,low,0.5,base,selfish,trigger__threshold_low__selfish__r001,gpt-5.6-luna,results\revision\sensitivity_v2\trigger\threshold_low\trigger__threshold_low__selfish__r001_trigger_agent_summary.json,170fdd4b806af04d3c4d94f591eced4bf685cde32da1e8d308c94fb6a59991c7,0.9270833333333334,0.9791666666666666,0.9479166666666666,0.7708333333333334,0.9166666666666666,0.9791666666666666,0.96875,0.5833333333333334,0.9895833333333334,0.7291666666666666,0.0,0.9375,0.6041666666666666,0.90625,0.8125,0.17708333333333334,0.5520833333333334,0.8645833333333334,0.9270833333333334,0.9791666666666666,0.9479166666666666,0.7708333333333334,0.9166666666666666,0.9791666666666666,0.96875,0.5833333333333334,0.9895833333333334,0.7291666666666666,0.0,0.9375,0.6041666666666666,0.90625,0.8125,0.17708333333333334,0.5520833333333334,0.8645833333333334,0.4270833333333333,0.0,0.07291666666666667,0.4270833333333333,0.0,0.07291666666666667,96,96,0,655445,507870,147287,288,49035,9661,704480,526.451605,0.10587875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trigger,threshold_low,2,baseline,low,0.5,base,selfish,trigger__threshold_low__selfish__r002,gpt-5.6-luna,results\revision\sensitivity_v2\trigger\threshold_low\trigger__threshold_low__selfish__r002_trigger_agent_summary.json,253ed82ac428a852385c7f0c16550ca89fc5ea9f4c66820899cc0a24e39e3ef1,0.9166666666666666,0.9895833333333334,0.90625,0.78125,0.8958333333333334,0.9895833333333334,0.9791666666666666,0.6458333333333334,0.9895833333333334,0.7916666666666666,0.0,0.9270833333333334,0.625,0.9166666666666666,0.8333333333333334,0.19791666666666666,0.625,0.8541666666666666,0.9166666666666666,0.9895833333333334,0.90625,0.78125,0.8958333333333334,0.9895833333333334,0.9791666666666666,0.6458333333333334,0.9895833333333334,0.7916666666666666,0.0,0.9270833333333334,0.625,0.9166666666666666,0.8333333333333334,0.19791666666666666,0.625,0.8541666666666666,0.4166666666666667,0.0,0.08333333333333333,0.4166666666666667,0.0,0.08333333333333333,96,96,0,655480,551870,103322,288,49349,9747,704829,520.499144,0.0961443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trigger,threshold_low,3,baseline,low,0.5,base,selfish,trigger__threshold_low__selfish__r003,gpt-5.6-luna,results\revision\sensitivity_v2\trigger\threshold_low\trigger__threshold_low__selfish__r003_trigger_agent_summary.json,a4896269b58e3b7c15cc787de3f03e2f83dade85cd0ede06e5c2fb438bdc2e48,0.9270833333333334,0.9895833333333334,0.9375,0.7916666666666666,0.9166666666666666,0.9895833333333334,0.9895833333333334,0.6666666666666666,0.9895833333333334,0.7604166666666666,0.0,0.8645833333333334,0.6354166666666666,0.9166666666666666,0.84375,0.1875,0.5833333333333334,0.875,0.9270833333333334,0.9895833333333334,0.9375,0.7916666666666666,0.9166666666666666,0.9895833333333334,0.9895833333333334,0.6666666666666666,0.9895833333333334,0.7604166666666666,0.0,0.8645833333333334,0.6354166666666666,0.9166666666666666,0.84375,0.1875,0.5833333333333334,0.875,0.4270833333333333,0.0,0.07291666666666667,0.4270833333333333,0.0,0.07291666666666667,96,96,0,655775,551869,103618,288,49448,9735,705223,512.975972,0.09633708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trigger,threshold_low,4,baseline,low,0.5,base,selfish,trigger__threshold_low__selfish__r004,gpt-5.6-luna,results\revision\sensitivity_v2\trigger\threshold_low\trigger__threshold_low__selfish__r004_trigger_agent_summary.json,bd1aa137330a14c60c341d4fe66915641aa733ccbb89ebbc57f5479b11ac6e64,0.9583333333333334,0.9895833333333334,0.8958333333333334,0.78125,0.9583333333333334,0.9895833333333334,0.9895833333333334,0.6354166666666666,1.0,0.7395833333333334,0.0,0.9583333333333334,0.6875,0.9270833333333334,0.8333333333333334,0.17708333333333334,0.6770833333333334,0.9375,0.9583333333333334,0.9895833333333334,0.8958333333333334,0.78125,0.9583333333333334,0.9895833333333334,0.9895833333333334,0.6354166666666666,1.0,0.7395833333333334,0.0,0.9583333333333334,0.6875,0.9270833333333334,0.8333333333333334,0.17708333333333334,0.6770833333333334,0.9375,0.4583333333333333,0.0,0.041666666666666664,0.4583333333333333,0.0,0.041666666666666664,96,96,0,655645,553055,102302,288,49968,9955,705613,499.40077,0.0966558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trigger,threshold_low,5,baseline,low,0.5,base,selfish,trigger__threshold_low__selfish__r005,gpt-5.6-luna,results\revision\sensitivity_v2\trigger\threshold_low\trigger__threshold_low__selfish__r005_trigger_agent_summary.json,39d0309e1f3f0cdb0c5d63c02b96671d1275ff15fce2606d1660d993e3270220,0.9166666666666666,0.9895833333333334,0.9270833333333334,0.78125,0.90625,0.9791666666666666,0.9791666666666666,0.65625,1.0,0.7604166666666666,0.0,0.96875,0.625,0.90625,0.8333333333333334,0.19791666666666666,0.59375,0.8541666666666666,0.9166666666666666,0.9895833333333334,0.9270833333333334,0.78125,0.90625,0.9791666666666666,0.9791666666666666,0.65625,1.0,0.7604166666666666,0.0,0.96875,0.625,0.90625,0.8333333333333334,0.19791666666666666,0.59375,0.8541666666666666,0.4166666666666667,0.0,0.08333333333333333,0.4166666666666667,0.0,0.08333333333333333,96,96,0,655314,553055,101971,288,48755,9282,704069,459.017218,0.09511745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
